"","X","SampleSite_ID","BEC_Zone","BEC_Subzone","BEC_Variant","SPECIES_CD_1_1","SPECIES_PCT_1_1","SPECIES_CD_2_1","SPECIES_PCT_2_1","SPECIES_CD_3_1","SPECIES_PCT_3_1","SPECIES_CD_4_1","SPECIES_PCT_4_1","PLI_percent_pre","FDI_percent_pre","SX_percent_pre","AT_percent_pre","Species_pre","Year","Dominant_pre","LeadingSpecies_pre","LeadingPercent_pre","SecondSpecies_pre","SecondPercent_pre","ThirdSpecies_pre","ThirdPercent_pre","FourthSpecies_pre","FourthPercent_pre","SpeciesAll","PLI_percent","FDI_percent","SX_percent","AT_percent","Species","Dominant","LeadingSpecies","LeadingPercent","SecondSpecies","SecondPercent","ThirdSpecies","ThirdPercent","FourthSpecies","FourthPercent","Trans"
"439",439,"1170","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",10,90,0,1," PLI FDI AT","FDI","FDI",90,"PLI",10,"AT",1,NA,NA,"shift"
"440",440,"1131","IDF","xm",NA,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI",0,100,0,0," FDI","FDI","FDI",100,NA,NA,NA,NA,NA,NA,"static"
"441",441,"1870","SBPS","dc",NA,"PLI",71,"SX",28,"AT",1,"",NA,71,0,28,1," PLI SX AT",2024,"Mix","PLI",71,"SX",28,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"442",442,"1973","SBPS","dc",NA,"PLI",59,"SX",32,"AT",9,"",NA,59,0,32,9," PLI SX AT",2024,"Mix","PLI",59,"SX",32,"AT",9,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"443",443,"1975","SBPS","dc",NA,"PLI",54,"SX",42,"AT",4,"",NA,54,0,42,4," PLI SX AT",2024,"Mix","PLI",54,"SX",42,"AT",4,NA,NA,"AT, PLI",68,0,0,32," PLI AT","Mix","PLI",68,"AT",32,NA,NA,NA,NA,"static"
"444",444,"2020","SBPS","dc",NA,"PLI",56,"SX",24,"AT",15,"FDI",5,56,5,24,15," PLI FDI SX AT",2024,"Mix","PLI",56,"SX",24,"AT",15,"FDI",5,"AT, PLI",7,0,0,93," PLI AT","AT","AT",93,"PLI",7,NA,NA,NA,NA,"shift"
"445",445,"1922","SBPS","dc",NA,"PLI",47,"SX",48,"AT",5,"",NA,47,0,48,5," PLI SX AT",2024,"Mix","SX",48,"PLI",47,"AT",5,NA,NA,"AT, PLI, SX",44,0,10,46," PLI SX AT","Mix","AT",46,"PLI",44,"SX",10,NA,NA,"static"
"446",446,"2022","SBPS","dc",NA,"PLI",49,"SX",33,"AT",18,"",NA,49,0,33,18," PLI SX AT",2024,"Mix","PLI",49,"SX",33,"AT",18,NA,NA,"AT, PLI",18,0,0,82," PLI AT","AT","AT",82,"PLI",18,NA,NA,NA,NA,"shift"
"447",447,"1918","SBPS","dc",NA,"SX",62,"PLI",37,"AT",1,"",NA,37,0,62,1," PLI SX AT",2024,"Mix","SX",62,"PLI",37,"AT",1,NA,NA,"PLI, SX",74,0,26,0," PLI SX","Mix","PLI",74,"SX",26,NA,NA,NA,NA,"static"
"448",448,"1969","SBPS","dc",NA,"SX",68,"PLI",31,"AT",1,"",NA,31,0,68,1," PLI SX AT",2024,"Mix","SX",68,"PLI",31,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"449",449,"2018","SBPS","dc",NA,"PLI",53,"SX",41,"AT",6,"",NA,53,0,41,6," PLI SX AT",2024,"Mix","PLI",53,"SX",41,"AT",6,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"450",450,"2023","SBPS","dc",NA,"PLI",71,"SX",17,"AT",12,"",NA,71,0,17,12," PLI SX AT",2024,"Mix","PLI",71,"SX",17,"AT",12,NA,NA,"PLI, SX",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"451",451,"2024","SBPS","dc",NA,"SX",61,"PLI",31,"AT",8,"",NA,31,0,61,8," PLI SX AT",2024,"Mix","SX",61,"PLI",31,"AT",8,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"452",452,"2085","SBPS","dc",NA,"PLI",59,"SX",40,"AT",1,"",NA,59,0,40,1," PLI SX AT",2024,"Mix","PLI",59,"SX",40,"AT",1,NA,NA,"AT, PLI, SX",81,0,17,2," PLI SX AT","PLI","PLI",81,"SX",17,"AT",2,NA,NA,"shift"
"453",453,"2087","SBPS","dc",NA,"PLI",70,"AT",20,"SX",10,"",NA,70,0,10,20," PLI SX AT",2024,"Mix","PLI",70,"AT",20,"SX",10,NA,NA,"AT, PLI, SX",10,0,29,62," PLI SX AT","Mix","AT",62,"SX",29,"PLI",10,NA,NA,"static"
"454",454,"2246","SBPS","dc",NA,"PLI",66,"SX",33,"AT",1,"",NA,66,0,33,1," PLI SX AT",2024,"Mix","PLI",66,"SX",33,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"455",455,"2305","SBPS","dc",NA,"SX",58,"PLI",36,"AT",6,"",NA,36,0,58,6," PLI SX AT",2024,"Mix","SX",58,"PLI",36,"AT",6,NA,NA,"AT, PLI",91,0,0,9," PLI AT","PLI","PLI",91,"AT",9,NA,NA,NA,NA,"shift"
"456",456,"2374","SBPS","dc",NA,"PLI",74,"SX",25,"AT",1,"",NA,74,0,25,1," PLI SX AT",2024,"Mix","PLI",74,"SX",25,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"457",457,"2447","SBPS","dc",NA,"PLI",87,"SX",11,"AT",2,"",NA,87,0,11,2," PLI SX AT",2024,"PLI","PLI",87,"SX",11,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"458",458,"2026","SBPS","dc",NA,"PLI",97,"AT",2,"SX",1,"",NA,97,0,1,2," PLI SX AT",2024,"PLI","PLI",97,"AT",2,"SX",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"459",459,"2146","SBPS","dc",NA,"SX",82,"PLI",15,"AT",3,"",NA,15,0,82,3," PLI SX AT",2024,"SX","SX",82,"PLI",15,"AT",3,NA,NA,"AT, PLI, SX",64,0,5,31," PLI SX AT","Mix","PLI",64,"AT",31,"SX",5,NA,NA,"shift"
"460",460,"2307","SBPS","dc",NA,"PLI",85,"SX",10,"AT",5,"",NA,85,0,10,5," PLI SX AT",2024,"PLI","PLI",85,"SX",10,"AT",5,NA,NA,"PLI, SX",99,0,1,0," PLI SX","PLI","PLI",99,"SX",1,NA,NA,NA,NA,"static"
"461",461,"2375","SBPS","dc",NA,"PLI",66,"SX",32,"AT",2,"",NA,66,0,32,2," PLI SX AT",2024,"Mix","PLI",66,"SX",32,"AT",2,NA,NA,"AT, PLI, SX",9,0,41,50," PLI SX AT","Mix","AT",50,"SX",41,"PLI",9,NA,NA,"static"
"462",462,"2450","SBPS","dc",NA,"PLI",70,"SX",28,"AT",2,"",NA,70,0,28,2," PLI SX AT",2024,"Mix","PLI",70,"SX",28,"AT",2,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"463",463,"2558","SBPS","dc",NA,"PLI",76,"SX",21,"AT",3,"",NA,76,0,21,3," PLI SX AT",2024,"Mix","PLI",76,"SX",21,"AT",3,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"464",464,"2306","SBPS","dc",NA,"PLI",90,"SX",10,"",NA,"",NA,90,0,10,0," PLI SX",2024,"PLI","PLI",90,"SX",10,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"465",465,"2371","SBPS","dc",NA,"PLI",58,"SX",39,"AT",3,"",NA,58,0,39,3," PLI SX AT",2024,"Mix","PLI",58,"SX",39,"AT",3,NA,NA,"AT, PLI",83,0,0,17," PLI AT","PLI","PLI",83,"AT",17,NA,NA,NA,NA,"shift"
"466",466,"2448","SBPS","dc",NA,"PLI",45,"SX",46,"AT",7,"FDI",2,45,2,46,7," PLI FDI SX AT",2024,"Mix","SX",46,"PLI",45,"AT",7,"FDI",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"467",467,"2301","SBPS","dc",NA,"PLI",72,"SX",24,"AT",4,"",NA,72,0,24,4," PLI SX AT",2024,"Mix","PLI",72,"SX",24,"AT",4,NA,NA,"AT, PLI",97,0,0,3," PLI AT","PLI","PLI",97,"AT",3,NA,NA,NA,NA,"shift"
"468",468,"2372","SBPS","dc",NA,"SX",54,"PLI",38,"AT",8,"",NA,38,0,54,8," PLI SX AT",2024,"Mix","SX",54,"PLI",38,"AT",8,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"469",469,"736","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"470",470,"783","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"471",471,"742","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",93,7,0,0," PLI FDI","PLI","PLI",93,"FDI",7,NA,NA,NA,NA,"static"
"472",472,"887","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",2,0,0,98," PLI AT","AT","AT",98,"PLI",2,NA,NA,NA,NA,"shift"
"473",473,"882","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"474",474,"920","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"475",475,"977","IDF","dk",4,"FDI",86,"PLI",14,"",NA,"",NA,14,86,0,0," PLI FDI",2024,"FDI","FDI",86,"PLI",14,NA,NA,NA,NA,"FDI, PLI",4,96,0,0," PLI FDI","FDI","FDI",96,"PLI",4,NA,NA,NA,NA,"static"
"476",476,"1173","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",96,0,0,4," PLI AT","PLI","PLI",96,"AT",4,NA,NA,NA,NA,"static"
"477",477,"1210","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",40,0,0,60," PLI AT","Mix","AT",60,"PLI",40,NA,NA,NA,NA,"shift"
"478",478,"1211","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",94,3,0,3," PLI FDI AT","PLI","PLI",94,"FDI",3,"AT",3,NA,NA,"static"
"479",479,"1249","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",71,27,0,2," PLI FDI AT","Mix","PLI",71,"FDI",27,"AT",2,NA,NA,"shift"
"480",480,"1281","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",22,59,0,19," PLI FDI AT","Mix","FDI",59,"PLI",22,"AT",19,NA,NA,"shift"
"481",481,"1282","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",69,12,0,19," PLI FDI AT","Mix","PLI",69,"AT",19,"FDI",12,NA,NA,"shift"
"482",482,"1284","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, FDI, PLI",52,4,0,43," PLI FDI AT","Mix","PLI",52,"AT",43,"FDI",4,NA,NA,"shift"
"483",483,"740","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",96,4,0,0," PLI FDI","PLI","PLI",96,"FDI",4,NA,NA,NA,NA,"static"
"484",484,"787","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"485",485,"789","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"AT, PLI",34,0,0,66," PLI AT","Mix","AT",66,"PLI",34,NA,NA,NA,NA,"shift"
"486",486,"1056","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"487",487,"1087","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"488",488,"1088","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"489",489,"1123","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"490",490,"1124","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"491",491,"919","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"492",492,"996","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"493",493,"834","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"494",494,"883","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"495",495,"884","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI, PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"496",496,"1725","SBPS","xc",NA,"PLI",69,"AT",23,"SX",7,"FDI",1,69,1,7,23," PLI FDI SX AT",2024,"Mix","PLI",69,"AT",23,"SX",7,"FDI",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"497",497,"2510","SBPS","dc",NA,"SX",48,"PLI",44,"AT",8,"",NA,44,0,48,8," PLI SX AT",2024,"Mix","SX",48,"PLI",44,"AT",8,NA,NA,"AT, PLI",95,0,0,5," PLI AT","PLI","PLI",95,"AT",5,NA,NA,NA,NA,"shift"
"498",498,"2560","SBPS","dc",NA,"SX",62,"PLI",34,"AT",4,"",NA,34,0,62,4," PLI SX AT",2024,"Mix","SX",62,"PLI",34,"AT",4,NA,NA,"AT, PLI, SX",68,0,2,31," PLI SX AT","Mix","PLI",68,"AT",31,"SX",2,NA,NA,"static"
"499",499,"832","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"500",500,"835","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"501",501,"921","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"502",502,"2027","SBPS","dc",NA,"PLI",53,"SX",42,"AT",5,"",NA,53,0,42,5," PLI SX AT",2024,"Mix","PLI",53,"SX",42,"AT",5,NA,NA,"PLI, SX",99,0,1,0," PLI SX","PLI","PLI",99,"SX",1,NA,NA,NA,NA,"shift"
"503",503,"2090","SBPS","mk",NA,"SX",51,"PLI",44,"AT",5,"",NA,44,0,51,5," PLI SX AT",2024,"Mix","SX",51,"PLI",44,"AT",5,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"504",504,"2506","SBPS","xc",NA,"PLI",70,"FDI",27,"SX",2,"AT",1,70,27,2,1," PLI FDI SX AT",2024,"Mix","PLI",70,"FDI",27,"SX",2,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"505",505,"2507","SBPS","xc",NA,"PLI",86,"FDI",10,"SX",2,"AT",2,86,10,2,2," PLI FDI SX AT",2024,"PLI","PLI",86,"FDI",10,"AT",2,"SX",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"506",506,"2508","SBPS","xc",NA,"PLI",97,"SX",2,"FDI",1,"",NA,97,1,2,0," PLI FDI SX",2024,"PLI","PLI",97,"SX",2,"FDI",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"507",507,"2147","SBPS","dc",NA,"PLI",74,"SX",25,"AT",1,"",NA,74,0,25,1," PLI SX AT",2024,"Mix","PLI",74,"SX",25,"AT",1,NA,NA,"AT, PLI",92,0,0,8," PLI AT","PLI","PLI",92,"AT",8,NA,NA,NA,NA,"shift"
"508",508,"2148","SBPS","dc",NA,"PLI",62,"SX",32,"AT",6,"",NA,62,0,32,6," PLI SX AT",2024,"Mix","PLI",62,"SX",32,"AT",6,NA,NA,"AT, PLI",94,0,0,6," PLI AT","PLI","PLI",94,"AT",6,NA,NA,NA,NA,"shift"
"509",509,"2191","SBPS","dc",NA,"PLI",85,"SX",14,"AT",1,"",NA,85,0,14,1," PLI SX AT",2024,"PLI","PLI",85,"SX",14,"AT",1,NA,NA,"PLI, SX",98,0,2,0," PLI SX","PLI","PLI",98,"SX",2,NA,NA,NA,NA,"static"
"510",510,"2192","SBPS","dc",NA,"PLI",87,"SX",10,"AT",3,"",NA,87,0,10,3," PLI SX AT",2024,"PLI","PLI",87,"SX",10,"AT",3,NA,NA,"AT, PLI, SX",88,0,1,11," PLI SX AT","PLI","PLI",88,"AT",11,"SX",1,NA,NA,"static"
"511",511,"2503","SBPS","xc",NA,"PLI",88,"SX",7,"FDI",5,"",NA,88,5,7,0," PLI FDI SX",2024,"PLI","PLI",88,"SX",7,"FDI",5,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"512",512,"2504","SBPS","xc",NA,"PLI",91,"SX",6,"AT",2,"FDI",1,91,1,6,2," PLI FDI SX AT",2024,"PLI","PLI",91,"SX",6,"AT",2,"FDI",1,"AT, PLI, SX",96,0,1,3," PLI SX AT","PLI","PLI",96,"AT",3,"SX",1,NA,NA,"static"
"513",513,"2505","SBPS","xc",NA,"PLI",86,"AT",14,"",NA,"",NA,86,0,0,14," PLI AT",2024,"PLI","PLI",86,"AT",14,NA,NA,NA,NA,"AT, PLI, SX",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"514",514,"2178","SBPS","xc",NA,"PLI",62,"SX",26,"AT",6,"FDI",6,62,6,26,6," PLI FDI SX AT",2024,"Mix","PLI",62,"SX",26,"FDI",6,"AT",6,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA,"shift"
"515",515,"2179","SBPS","xc",NA,"PLI",62,"SX",26,"AT",6,"FDI",6,62,6,26,6," PLI FDI SX AT",2024,"Mix","PLI",62,"SX",26,"FDI",6,"AT",6,"AT, PLI",98,0,0,2," PLI AT","PLI","PLI",98,"AT",2,NA,NA,NA,NA,"shift"
"516",516,"2232","SBPS","xc",NA,"PLI",94,"AT",2,"SX",2,"FDI",2,94,2,2,2," PLI FDI SX AT",2024,"PLI","PLI",94,"FDI",2,"AT",2,"SX",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"517",517,"838","IDF","dk",4,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"518",518,"926","IDF","dk",4,"PLI",88,"FDI",11,"",NA,"",NA,88,11,0,0," PLI FDI",2024,"PLI","PLI",88,"FDI",11,NA,NA,NA,NA,"NR",0,0,0,0,"NR","NR","NR",NA,NA,NA,NA,NA,NA,NA,"shift"
"519",519,"2360","SBPS","xc",NA,"PLI",78,"SX",18,"FDI",3,"AT",1,78,3,18,1," PLI FDI SX AT",2024,"Mix","PLI",78,"SX",18,"FDI",3,"AT",1,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"520",520,"2361","MS","xv",NA,"PLI",87,"SX",13,"",NA,"",NA,87,0,13,0," PLI SX",2024,"PLI","PLI",87,"SX",13,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"521",521,"2362","MS","xv",NA,"PLI",99,"FDI",1,"",NA,"",NA,99,1,0,0," PLI FDI",2024,"PLI","PLI",99,"FDI",1,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"522",522,"2144","SBPS","dc",NA,"PLI",80,"SX",10,"AT",10,"",NA,80,0,10,10," PLI SX AT",2024,"PLI","PLI",80,"AT",10,"SX",10,NA,NA,"AT, PLI",7,0,0,93," PLI AT","AT","AT",93,"PLI",7,NA,NA,NA,NA,"shift"
"523",523,"2499","MS","xv",NA,"PLI",69,"SX",31,"",NA,"",NA,69,0,31,0," PLI SX",2024,"Mix","PLI",69,"SX",31,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"524",524,"923","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"525",525,"963","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"526",526,"2010","SBPS","xc",NA,"PLI",68,"FDI",16,"SX",14,"AT",2,68,16,14,2," PLI FDI SX AT",2024,"Mix","PLI",68,"FDI",16,"SX",14,"AT",2,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"527",527,"2081","SBPS","dc",NA,"SX",50,"PLI",49,"AT",1,"",NA,49,0,50,1," PLI SX AT",2024,"Mix","SX",50,"PLI",49,"AT",1,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"528",528,"2186","SBPS","dc",NA,"PLI",59,"SX",41,"",NA,"",NA,59,0,41,0," PLI SX",2024,"Mix","PLI",59,"SX",41,NA,NA,NA,NA,"AT, PLI, SX",88,0,0,12," PLI AT","PLI","PLI",88,"AT",12,NA,NA,NA,NA,"shift"
"529",529,"1029","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"530",530,"1059","SBPS","xc",NA,"PLI",100,"",NA,"",NA,"",NA,100,0,0,0," PLI",2024,"PLI","PLI",100,NA,NA,NA,NA,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"static"
"531",531,"1063","IDF","dk",4,"FDI",100,"",NA,"",NA,"",NA,0,100,0,0," FDI",2024,"FDI","FDI",100,NA,NA,NA,NA,NA,NA,"FDI, PLI",83,17,0,0," PLI FDI","PLI","PLI",83,"FDI",17,NA,NA,NA,NA,"shift"
"532",532,"2016","SBPS","dc",NA,"PLI",74,"AT",14,"SX",12,"",NA,74,0,12,14," PLI SX AT",2024,"Mix","PLI",74,"AT",14,"SX",12,NA,NA,"AT, PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
"533",533,"2082","SBPS","dc",NA,"PLI",77,"SX",19,"AT",4,"",NA,77,0,19,4," PLI SX AT",2024,"Mix","PLI",77,"SX",19,"AT",4,NA,NA,"PLI",100,0,0,0," PLI","PLI","PLI",100,NA,NA,NA,NA,NA,NA,"shift"
